Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2005,Total,1122373,100.0,Utah,5082
2005,"China, People's Republic",69967,6.23,Utah,217
2005,Dominican Republic,27504,2.45,Utah,11
2005,India,84681,7.54,Utah,147
2005,Iran,13887,1.24,Utah,135
2005,Mexico,161445,14.38,Utah,922
2005,Pakistan,14926,1.33,Utah,38
2005,Philippines,60748,5.41,Utah,128
2005,United Kingdom,19800,1.76,Utah,123
2006,Total,1266264,100.0,Utah,5749
2006,"China, People's Republic",87345,6.9,Utah,249
2006,Dominican Republic,38069,3.01,Utah,17
2006,India,61369,4.85,Utah,87
2006,Iran,13947,1.1,Utah,110
2006,Mexico,173753,13.72,Utah,1188
2006,Pakistan,17418,1.38,Utah,45
2006,Philippines,74607,5.89,Utah,193
2006,United Kingdom,17207,1.36,Utah,114
2007,Total,1052415,100.0,Utah,5168
2007,"China, People's Republic",76655,7.28,Utah,225
2007,Dominican Republic,28024,2.66,Utah,17
2007,India,65353,6.21,Utah,107
2007,Iran,10460,0.99,Utah,94
2007,Mexico,148640,14.12,Utah,1223
2007,Pakistan,13492,1.28,Utah,40
2007,Philippines,72596,6.9,Utah,199
2007,United Kingdom,14545,1.38,Utah,90
2008,Total,1107126,100.0,Utah,6087
2008,"China, People's Republic",80271,7.25,Utah,238
2008,Dominican Republic,31879,2.88,Utah,25
2008,India,63352,5.72,Utah,120
2008,Iran,13852,1.25,Utah,81
2008,Mexico,189989,17.16,Utah,1710
2008,Pakistan,19719,1.78,Utah,61
2008,Philippines,54030,4.88,Utah,201
2008,United Kingdom,14348,1.3,Utah,93
2009,Total,1130818,100.0,Utah,6466
2009,"China, People's Republic",64238,5.68,Utah,182
2009,Dominican Republic,49414,4.37,Utah,29
2009,India,57304,5.07,Utah,137
2009,Iran,18553,1.64,Utah,149
2009,Mexico,164920,14.58,Utah,1386
2009,Pakistan,21555,1.91,Utah,74
2009,Philippines,60029,5.31,Utah,173
2009,United Kingdom,15748,1.39,Utah,102
2010,Total,1042625,100.0,Utah,6085
2010,"China, People's Republic",70863,6.8,Utah,251
2010,Dominican Republic,53870,5.17,Utah,36
2010,India,69162,6.63,Utah,171
2010,Iran,14182,1.36,Utah,65
2010,Mexico,139120,13.34,Utah,1308
2010,Pakistan,18258,1.75,Utah,74
2010,Philippines,58173,5.58,Utah,184
2010,United Kingdom,12792,1.23,Utah,90
2011,Total,1062040,100.0,Utah,6426
2011,"China, People's Republic",87016,8.19,Utah,298
2011,Dominican Republic,46109,4.34,Utah,28
2011,India,69013,6.5,Utah,141
2011,Iran,14822,1.4,Utah,105
2011,Mexico,143446,13.51,Utah,1422
2011,Pakistan,15546,1.46,Utah,45
2011,Philippines,57011,5.37,Utah,164
2011,United Kingdom,11572,1.09,Utah,56
2012,Total,1031631,100.0,Utah,5932
2012,"China, People's Republic",81784,7.93,Utah,273
2012,Dominican Republic,41566,4.03,Utah,23
2012,India,66434,6.44,Utah,159
2012,Iran,12916,1.25,Utah,75
2012,Mexico,146406,14.19,Utah,1334
2012,Pakistan,14740,1.43,Utah,73
2012,Philippines,57327,5.56,Utah,135
2012,United Kingdom,12014,1.16,Utah,126
2013,Total,990553,100.0,Utah,5503
2013,"China, People's Republic",71798,7.25,Utah,231
2013,Dominican Republic,41311,4.17,Utah,27
2013,India,68458,6.91,Utah,168
2013,Iran,12863,1.3,Utah,91
2013,Mexico,135028,13.63,Utah,1229
2013,Pakistan,13251,1.34,Utah,32
2013,Philippines,54446,5.5,Utah,168
2013,United Kingdom,12984,1.31,Utah,96
2014,Total,1016518,100.0,Utah,6166
2014,"China, People's Republic",76089,7.49,Utah,258
2014,Dominican Republic,44577,4.39,Utah,37
2014,India,77908,7.66,Utah,157
2014,Iran,11615,1.14,Utah,107
2014,Mexico,134052,13.19,Utah,1471
2014,Pakistan,18612,1.83,Utah,53
2014,Philippines,49996,4.92,Utah,161
2014,United Kingdom,12225,1.2,Utah,84
2015,Total,1051031,100.0,Utah,6883
2015,"China, People's Republic",74558,7.09,Utah,308
2015,Dominican Republic,50610,4.82,Utah,37
2015,India,64116,6.1,Utah,184
2015,Iran,13114,1.25,Utah,91
2015,Mexico,158619,15.09,Utah,1916
2015,Pakistan,18057,1.72,Utah,49
2015,Philippines,56478,5.37,Utah,190
2015,United Kingdom,12592,1.2,Utah,84
2016,Total,1183505,100.0,Utah,7271
2016,"China, People's Republic",81772,6.91,Utah,276
2016,Dominican Republic,61161,5.17,Utah,74
2016,India,64687,5.47,Utah,152
2016,Iran,13298,1.12,Utah,61
2016,Mexico,174534,14.75,Utah,2100
2016,Pakistan,19313,1.63,Utah,81
2016,Philippines,53287,4.5,Utah,240
2016,United Kingdom,12673,1.07,Utah,83
2017,Total,1127167,100.0,Utah,6390
2017,"China, People's Republic",71565,6.35,Utah,208
2017,Dominican Republic,58520,5.19,Utah,55
2017,India,60394,5.36,Utah,150
2017,Iran,13791,1.22,Utah,67
2017,Mexico,170581,15.13,Utah,1856
2017,Pakistan,17408,1.54,Utah,55
2017,Philippines,49147,4.36,Utah,163
2017,United Kingdom,10948,0.97,Utah,59
2018,Total,1096611,100.0,Utah,5723
2018,"China, People's Republic",65214,5.95,Utah,201
2018,Dominican Republic,57413,5.24,Utah,40
2018,India,59821,5.46,Utah,135
2018,Iran,10116,0.92,Utah,51
2018,Mexico,161858,14.76,Utah,1564
2018,Pakistan,15802,1.44,Utah,56
2018,Philippines,47258,4.31,Utah,192
2018,United Kingdom,9908,0.9,Utah,79
2019,Total,1031765,100.0,Utah,6838
2019,"China, People's Republic",62248,6.03,Utah,234
2019,Dominican Republic,49911,4.84,Utah,60
2019,India,54495,5.28,Utah,144
2019,Iran,6640,0.64,Utah,40
2019,Mexico,156052,15.12,Utah,2034
2019,Pakistan,13921,1.35,Utah,72
2019,Philippines,45920,4.45,Utah,202
2019,United Kingdom,11337,1.1,Utah,95
2020,Total,707362,100.0,Utah,5421
2020,"China, People's Republic",41483,5.86,Utah,157
2020,Dominican Republic,30005,4.24,Utah,45
2020,India,46363,6.55,Utah,155
2020,Iran,8805,1.24,Utah,47
2020,Mexico,100325,14.18,Utah,1448
2020,Pakistan,10474,1.48,Utah,36
2020,Philippines,25491,3.6,Utah,183
2020,United Kingdom,9655,1.36,Utah,95
2021,Total,740002,100.0,Utah,5552
2021,"China, People's Republic",49847,6.74,Utah,262
2021,Dominican Republic,24553,3.32,Utah,56
2021,India,93450,12.63,Utah,360
2021,Iran,5734,0.77,Utah,34
2021,Mexico,107230,14.49,Utah,1374
2021,Pakistan,9691,1.31,Utah,25
2021,Philippines,27511,3.72,Utah,154
2021,United Kingdom,9229,1.25,Utah,63
2005,Total,1122373,100.0,Vermont,1042
2005,"China, People's Republic",69967,6.23,Vermont,50
2005,Dominican Republic,27504,2.45,Vermont,0
2005,India,84681,7.54,Vermont,74
2005,Iran,13887,1.24,Vermont,4
2005,Mexico,161445,14.38,Vermont,0
2005,Pakistan,14926,1.33,Vermont,5
2005,Philippines,60748,5.41,Vermont,16
2005,United Kingdom,19800,1.76,Vermont,43
2006,Total,1266264,100.0,Vermont,895
2006,"China, People's Republic",87345,6.9,Vermont,69
2006,Dominican Republic,38069,3.01,Vermont,0
2006,India,61369,4.85,Vermont,28
2006,Iran,13947,1.1,Vermont,4
2006,Mexico,173753,13.72,Vermont,0
2006,Pakistan,17418,1.38,Vermont,8
2006,Philippines,74607,5.89,Vermont,35
2006,United Kingdom,17207,1.36,Vermont,36
2007,Total,1052415,100.0,Vermont,791
2007,"China, People's Republic",76655,7.28,Vermont,66
2007,Dominican Republic,28024,2.66,Vermont,4
2007,India,65353,6.21,Vermont,49
2007,Iran,10460,0.99,Vermont,3
2007,Mexico,148640,14.12,Vermont,3
2007,Pakistan,13492,1.28,Vermont,3
2007,Philippines,72596,6.9,Vermont,43
2007,United Kingdom,14545,1.38,Vermont,41
2008,Total,1107126,100.0,Vermont,771
2008,"China, People's Republic",80271,7.25,Vermont,43
2008,Dominican Republic,31879,2.88,Vermont,3
2008,India,63352,5.72,Vermont,51
2008,Iran,13852,1.25,Vermont,0
2008,Mexico,189989,17.16,Vermont,4
2008,Pakistan,19719,1.78,Vermont,6
2008,Philippines,54030,4.88,Vermont,23
2008,United Kingdom,14348,1.3,Vermont,47
2009,Total,1130818,100.0,Vermont,792
2009,"China, People's Republic",64238,5.68,Vermont,46
2009,Dominican Republic,49414,4.37,Vermont,4
2009,India,57304,5.07,Vermont,29
2009,Iran,18553,1.64,Vermont,0
2009,Mexico,164920,14.58,Vermont,10
2009,Pakistan,21555,1.91,Vermont,8
2009,Philippines,60029,5.31,Vermont,26
2009,United Kingdom,15748,1.39,Vermont,39
2010,Total,1042625,100.0,Vermont,867
2010,"China, People's Republic",70863,6.8,Vermont,0
2010,Dominican Republic,53870,5.17,Vermont,5
2010,India,69162,6.63,Vermont,26
2010,Iran,14182,1.36,Vermont,0
2010,Mexico,139120,13.34,Vermont,0
2010,Pakistan,18258,1.75,Vermont,3
2010,Philippines,58173,5.58,Vermont,29
2010,United Kingdom,12792,1.23,Vermont,24
2011,Total,1062040,100.0,Vermont,943
2011,"China, People's Republic",87016,8.19,Vermont,51
2011,Dominican Republic,46109,4.34,Vermont,6
2011,India,69013,6.5,Vermont,51
2011,Iran,14822,1.4,Vermont,4
2011,Mexico,143446,13.51,Vermont,3
2011,Pakistan,15546,1.46,Vermont,18
2011,Philippines,57011,5.37,Vermont,26
2011,United Kingdom,11572,1.09,Vermont,21
2012,Total,1031631,100.0,Vermont,877
2012,"China, People's Republic",81784,7.93,Vermont,69
2012,Dominican Republic,41566,4.03,Vermont,5
2012,India,66434,6.44,Vermont,36
2012,Iran,12916,1.25,Vermont,0
2012,Mexico,146406,14.19,Vermont,7
2012,Pakistan,14740,1.43,Vermont,7
2012,Philippines,57327,5.56,Vermont,28
2012,United Kingdom,12014,1.16,Vermont,22
2013,Total,990553,100.0,Vermont,838
2013,"China, People's Republic",71798,7.25,Vermont,42
2013,Dominican Republic,41311,4.17,Vermont,6
2013,India,68458,6.91,Vermont,37
2013,Iran,12863,1.3,Vermont,7
2013,Mexico,135028,13.63,Vermont,0
2013,Pakistan,13251,1.34,Vermont,0
2013,Philippines,54446,5.5,Vermont,25
2013,United Kingdom,12984,1.31,Vermont,33
2014,Total,1016518,100.0,Vermont,791
2014,"China, People's Republic",76089,7.49,Vermont,43
2014,Dominican Republic,44577,4.39,Vermont,0
2014,India,77908,7.66,Vermont,33
2014,Iran,11615,1.14,Vermont,0
2014,Mexico,134052,13.19,Vermont,15
2014,Pakistan,18612,1.83,Vermont,4
2014,Philippines,49996,4.92,Vermont,29
2014,United Kingdom,12225,1.2,Vermont,22
2015,Total,1051031,100.0,Vermont,792
2015,"China, People's Republic",74558,7.09,Vermont,53
2015,Dominican Republic,50610,4.82,Vermont,0
2015,India,64116,6.1,Vermont,33
2015,Iran,13114,1.25,Vermont,0
2015,Mexico,158619,15.09,Vermont,14
2015,Pakistan,18057,1.72,Vermont,4
2015,Philippines,56478,5.37,Vermont,15
2015,United Kingdom,12592,1.2,Vermont,28
2016,Total,1183505,100.0,Vermont,886
2016,"China, People's Republic",81772,6.91,Vermont,28
2016,Dominican Republic,61161,5.17,Vermont,5
2016,India,64687,5.47,Vermont,46
2016,Iran,13298,1.12,Vermont,0
2016,Mexico,174534,14.75,Vermont,11
2016,Pakistan,19313,1.63,Vermont,0
2016,Philippines,53287,4.5,Vermont,15
2016,United Kingdom,12673,1.07,Vermont,31
2017,Total,1127167,100.0,Vermont,787
2017,"China, People's Republic",71565,6.35,Vermont,40
2017,Dominican Republic,58520,5.19,Vermont,0
2017,India,60394,5.36,Vermont,30
2017,Iran,13791,1.22,Vermont,0
2017,Mexico,170581,15.13,Vermont,14
2017,Pakistan,17408,1.54,Vermont,4
2017,Philippines,49147,4.36,Vermont,38
2017,United Kingdom,10948,0.97,Vermont,19
2018,Total,1096611,100.0,Vermont,824
2018,"China, People's Republic",65214,5.95,Vermont,27
2018,Dominican Republic,57413,5.24,Vermont,3
2018,India,59821,5.46,Vermont,46
2018,Iran,10116,0.92,Vermont,3
2018,Mexico,161858,14.76,Vermont,0
2018,Pakistan,15802,1.44,Vermont,0
2018,Philippines,47258,4.31,Vermont,26
2018,United Kingdom,9908,0.9,Vermont,27
2019,Total,1031765,100.0,Vermont,648
2019,"China, People's Republic",62248,6.03,Vermont,0
2019,Dominican Republic,49911,4.84,Vermont,10
2019,India,54495,5.28,Vermont,21
2019,Iran,6640,0.64,Vermont,3
2019,Mexico,156052,15.12,Vermont,8
2019,Pakistan,13921,1.35,Vermont,0
2019,Philippines,45920,4.45,Vermont,23
2019,United Kingdom,11337,1.1,Vermont,22
2020,Total,707362,100.0,Vermont,495
2020,"China, People's Republic",41483,5.86,Vermont,11
2020,Dominican Republic,30005,4.24,Vermont,4
2020,India,46363,6.55,Vermont,34
2020,Iran,8805,1.24,Vermont,4
2020,Mexico,100325,14.18,Vermont,13
2020,Pakistan,10474,1.48,Vermont,6
2020,Philippines,25491,3.6,Vermont,20
2020,United Kingdom,9655,1.36,Vermont,10
2021,Total,740002,100.0,Vermont,423
2021,"China, People's Republic",49847,6.74,Vermont,19
2021,Dominican Republic,24553,3.32,Vermont,6
2021,India,93450,12.63,Vermont,31
2021,Iran,5734,0.77,Vermont,0
2021,Mexico,107230,14.49,Vermont,6
2021,Pakistan,9691,1.31,Vermont,0
2021,Philippines,27511,3.72,Vermont,26
2021,United Kingdom,9229,1.25,Vermont,8
2005,Total,1122373,100.0,Virginia,27100
2005,"China, People's Republic",69967,6.23,Virginia,1327
2005,Dominican Republic,27504,2.45,Virginia,90
2005,India,84681,7.54,Virginia,2776
2005,Iran,13887,1.24,Virginia,562
2005,Mexico,161445,14.38,Virginia,870
2005,Pakistan,14926,1.33,Virginia,874
2005,Philippines,60748,5.41,Virginia,1420
2005,United Kingdom,19800,1.76,Virginia,471
2006,Total,1266264,100.0,Virginia,38488
2006,"China, People's Republic",87345,6.9,Virginia,1574
2006,Dominican Republic,38069,3.01,Virginia,181
2006,India,61369,4.85,Virginia,1799
2006,Iran,13947,1.1,Virginia,759
2006,Mexico,173753,13.72,Virginia,1150
2006,Pakistan,17418,1.38,Virginia,1420
2006,Philippines,74607,5.89,Virginia,1753
2006,United Kingdom,17207,1.36,Virginia,471
2007,Total,1052415,100.0,Virginia,29682
2007,"China, People's Republic",76655,7.28,Virginia,1311
2007,Dominican Republic,28024,2.66,Virginia,108
2007,India,65353,6.21,Virginia,2387
2007,Iran,10460,0.99,Virginia,521
2007,Mexico,148640,14.12,Virginia,1373
2007,Pakistan,13492,1.28,Virginia,1038
2007,Philippines,72596,6.9,Virginia,1687
2007,United Kingdom,14545,1.38,Virginia,358
2008,Total,1107126,100.0,Virginia,30257
2008,"China, People's Republic",80271,7.25,Virginia,1345
2008,Dominican Republic,31879,2.88,Virginia,138
2008,India,63352,5.72,Virginia,2561
2008,Iran,13852,1.25,Virginia,651
2008,Mexico,189989,17.16,Virginia,1155
2008,Pakistan,19719,1.78,Virginia,1329
2008,Philippines,54030,4.88,Virginia,1324
2008,United Kingdom,14348,1.3,Virginia,446
2009,Total,1130818,100.0,Virginia,29825
2009,"China, People's Republic",64238,5.68,Virginia,1126
2009,Dominican Republic,49414,4.37,Virginia,170
2009,India,57304,5.07,Virginia,1944
2009,Iran,18553,1.64,Virginia,658
2009,Mexico,164920,14.58,Virginia,1005
2009,Pakistan,21555,1.91,Virginia,1514
2009,Philippines,60029,5.31,Virginia,1503
2009,United Kingdom,15748,1.39,Virginia,437
2010,Total,1042625,100.0,Virginia,28607
2010,"China, People's Republic",70863,6.8,Virginia,1350
2010,Dominican Republic,53870,5.17,Virginia,232
2010,India,69162,6.63,Virginia,2613
2010,Iran,14182,1.36,Virginia,630
2010,Mexico,139120,13.34,Virginia,867
2010,Pakistan,18258,1.75,Virginia,1263
2010,Philippines,58173,5.58,Virginia,1462
2010,United Kingdom,12792,1.23,Virginia,315
2011,Total,1062040,100.0,Virginia,27767
2011,"China, People's Republic",87016,8.19,Virginia,1405
2011,Dominican Republic,46109,4.34,Virginia,180
2011,India,69013,6.5,Virginia,2909
2011,Iran,14822,1.4,Virginia,639
2011,Mexico,143446,13.51,Virginia,802
2011,Pakistan,15546,1.46,Virginia,1015
2011,Philippines,57011,5.37,Virginia,1385
2011,United Kingdom,11572,1.09,Virginia,318
2012,Total,1031631,100.0,Virginia,28227
2012,"China, People's Republic",81784,7.93,Virginia,1385
2012,Dominican Republic,41566,4.03,Virginia,157
2012,India,66434,6.44,Virginia,2473
2012,Iran,12916,1.25,Virginia,567
2012,Mexico,146406,14.19,Virginia,792
2012,Pakistan,14740,1.43,Virginia,989
2012,Philippines,57327,5.56,Virginia,1315
2012,United Kingdom,12014,1.16,Virginia,283
2013,Total,990553,100.0,Virginia,27861
2013,"China, People's Republic",71798,7.25,Virginia,1348
2013,Dominican Republic,41311,4.17,Virginia,205
2013,India,68458,6.91,Virginia,2614
2013,Iran,12863,1.3,Virginia,625
2013,Mexico,135028,13.63,Virginia,763
2013,Pakistan,13251,1.34,Virginia,890
2013,Philippines,54446,5.5,Virginia,1226
2013,United Kingdom,12984,1.31,Virginia,346
2014,Total,1016518,100.0,Virginia,28477
2014,"China, People's Republic",76089,7.49,Virginia,1246
2014,Dominican Republic,44577,4.39,Virginia,204
2014,India,77908,7.66,Virginia,2996
2014,Iran,11615,1.14,Virginia,516
2014,Mexico,134052,13.19,Virginia,762
2014,Pakistan,18612,1.83,Virginia,1227
2014,Philippines,49996,4.92,Virginia,1169
2014,United Kingdom,12225,1.2,Virginia,308
2015,Total,1051031,100.0,Virginia,27622
2015,"China, People's Republic",74558,7.09,Virginia,1302
2015,Dominican Republic,50610,4.82,Virginia,257
2015,India,64116,6.1,Virginia,2011
2015,Iran,13114,1.25,Virginia,581
2015,Mexico,158619,15.09,Virginia,810
2015,Pakistan,18057,1.72,Virginia,1382
2015,Philippines,56478,5.37,Virginia,1515
2015,United Kingdom,12592,1.2,Virginia,308
2016,Total,1183505,100.0,Virginia,29242
2016,"China, People's Republic",81772,6.91,Virginia,1155
2016,Dominican Republic,61161,5.17,Virginia,294
2016,India,64687,5.47,Virginia,1891
2016,Iran,13298,1.12,Virginia,569
2016,Mexico,174534,14.75,Virginia,911
2016,Pakistan,19313,1.63,Virginia,1295
2016,Philippines,53287,4.5,Virginia,1206
2016,United Kingdom,12673,1.07,Virginia,324
2017,Total,1127167,100.0,Virginia,29466
2017,"China, People's Republic",71565,6.35,Virginia,1175
2017,Dominican Republic,58520,5.19,Virginia,236
2017,India,60394,5.36,Virginia,1811
2017,Iran,13791,1.22,Virginia,563
2017,Mexico,170581,15.13,Virginia,840
2017,Pakistan,17408,1.54,Virginia,1158
2017,Philippines,49147,4.36,Virginia,1153
2017,United Kingdom,10948,0.97,Virginia,288
2018,Total,1096611,100.0,Virginia,27426
2018,"China, People's Republic",65214,5.95,Virginia,1007
2018,Dominican Republic,57413,5.24,Virginia,235
2018,India,59821,5.46,Virginia,1756
2018,Iran,10116,0.92,Virginia,407
2018,Mexico,161858,14.76,Virginia,840
2018,Pakistan,15802,1.44,Virginia,1238
2018,Philippines,47258,4.31,Virginia,1109
2018,United Kingdom,9908,0.9,Virginia,248
2019,Total,1031765,100.0,Virginia,24784
2019,"China, People's Republic",62248,6.03,Virginia,1035
2019,Dominican Republic,49911,4.84,Virginia,241
2019,India,54495,5.28,Virginia,1540
2019,Iran,6640,0.64,Virginia,214
2019,Mexico,156052,15.12,Virginia,796
2019,Pakistan,13921,1.35,Virginia,943
2019,Philippines,45920,4.45,Virginia,1019
2019,United Kingdom,11337,1.1,Virginia,241
2020,Total,707362,100.0,Virginia,18183
2020,"China, People's Republic",41483,5.86,Virginia,637
2020,Dominican Republic,30005,4.24,Virginia,125
2020,India,46363,6.55,Virginia,1280
2020,Iran,8805,1.24,Virginia,378
2020,Mexico,100325,14.18,Virginia,566
2020,Pakistan,10474,1.48,Virginia,752
2020,Philippines,25491,3.6,Virginia,635
2020,United Kingdom,9655,1.36,Virginia,207
2021,Total,740002,100.0,Virginia,20428
2021,"China, People's Republic",49847,6.74,Virginia,834
2021,Dominican Republic,24553,3.32,Virginia,172
2021,India,93450,12.63,Virginia,3257
2021,Iran,5734,0.77,Virginia,218
2021,Mexico,107230,14.49,Virginia,586
2021,Pakistan,9691,1.31,Virginia,784
2021,Philippines,27511,3.72,Virginia,648
2021,United Kingdom,9229,1.25,Virginia,237
2005,Total,1122373,100.0,Washington,26482
2005,"China, People's Republic",69967,6.23,Washington,1508
2005,Dominican Republic,27504,2.45,Washington,18
2005,India,84681,7.54,Washington,1747
2005,Iran,13887,1.24,Washington,318
2005,Mexico,161445,14.38,Washington,2330
2005,Pakistan,14926,1.33,Washington,151
2005,Philippines,60748,5.41,Washington,1670
2005,United Kingdom,19800,1.76,Washington,494
2006,Total,1266264,100.0,Washington,23805
2006,"China, People's Republic",87345,6.9,Washington,1577
2006,Dominican Republic,38069,3.01,Washington,11
2006,India,61369,4.85,Washington,1441
2006,Iran,13947,1.1,Washington,276
2006,Mexico,173753,13.72,Washington,2305
2006,Pakistan,17418,1.38,Washington,147
2006,Philippines,74607,5.89,Washington,1774
2006,United Kingdom,17207,1.36,Washington,392
2007,Total,1052415,100.0,Washington,22657
2007,"China, People's Republic",76655,7.28,Washington,1579
2007,Dominican Republic,28024,2.66,Washington,26
2007,India,65353,6.21,Washington,1544
2007,Iran,10460,0.99,Washington,262
2007,Mexico,148640,14.12,Washington,2360
2007,Pakistan,13492,1.28,Washington,189
2007,Philippines,72596,6.9,Washington,2172
2007,United Kingdom,14545,1.38,Washington,484
2008,Total,1107126,100.0,Washington,23170
2008,"China, People's Republic",80271,7.25,Washington,1758
2008,Dominican Republic,31879,2.88,Washington,24
2008,India,63352,5.72,Washington,1813
2008,Iran,13852,1.25,Washington,352
2008,Mexico,189989,17.16,Washington,3023
2008,Pakistan,19719,1.78,Washington,258
2008,Philippines,54030,4.88,Washington,1623
2008,United Kingdom,14348,1.3,Washington,401
2009,Total,1130818,100.0,Washington,27562
2009,"China, People's Republic",64238,5.68,Washington,1474
2009,Dominican Republic,49414,4.37,Washington,29
2009,India,57304,5.07,Washington,1670
2009,Iran,18553,1.64,Washington,371
2009,Mexico,164920,14.58,Washington,2710
2009,Pakistan,21555,1.91,Washington,181
2009,Philippines,60029,5.31,Washington,2169
2009,United Kingdom,15748,1.39,Washington,495
2010,Total,1042625,100.0,Washington,22283
2010,"China, People's Republic",70863,6.8,Washington,1749
2010,Dominican Republic,53870,5.17,Washington,27
2010,India,69162,6.63,Washington,1957
2010,Iran,14182,1.36,Washington,298
2010,Mexico,139120,13.34,Washington,2181
2010,Pakistan,18258,1.75,Washington,184
2010,Philippines,58173,5.58,Washington,1843
2010,United Kingdom,12792,1.23,Washington,364
2011,Total,1062040,100.0,Washington,23789
2011,"China, People's Republic",87016,8.19,Washington,1962
2011,Dominican Republic,46109,4.34,Washington,24
2011,India,69013,6.5,Washington,2168
2011,Iran,14822,1.4,Washington,330
2011,Mexico,143446,13.51,Washington,2446
2011,Pakistan,15546,1.46,Washington,184
2011,Philippines,57011,5.37,Washington,2025
2011,United Kingdom,11572,1.09,Washington,278
2012,Total,1031631,100.0,Washington,23060
2012,"China, People's Republic",81784,7.93,Washington,2017
2012,Dominican Republic,41566,4.03,Washington,32
2012,India,66434,6.44,Washington,2180
2012,Iran,12916,1.25,Washington,361
2012,Mexico,146406,14.19,Washington,2408
2012,Pakistan,14740,1.43,Washington,208
2012,Philippines,57327,5.56,Washington,1804
2012,United Kingdom,12014,1.16,Washington,381
2013,Total,990553,100.0,Washington,22994
2013,"China, People's Republic",71798,7.25,Washington,1842
2013,Dominican Republic,41311,4.17,Washington,41
2013,India,68458,6.91,Washington,2278
2013,Iran,12863,1.3,Washington,396
2013,Mexico,135028,13.63,Washington,2488
2013,Pakistan,13251,1.34,Washington,221
2013,Philippines,54446,5.5,Washington,1741
2013,United Kingdom,12984,1.31,Washington,418
2014,Total,1016518,100.0,Washington,22710
2014,"China, People's Republic",76089,7.49,Washington,2113
2014,Dominican Republic,44577,4.39,Washington,32
2014,India,77908,7.66,Washington,2297
2014,Iran,11615,1.14,Washington,363
2014,Mexico,134052,13.19,Washington,2768
2014,Pakistan,18612,1.83,Washington,283
2014,Philippines,49996,4.92,Washington,1691
2014,United Kingdom,12225,1.2,Washington,281
2015,Total,1051031,100.0,Washington,24765
2015,"China, People's Republic",74558,7.09,Washington,2602
2015,Dominican Republic,50610,4.82,Washington,37
2015,India,64116,6.1,Washington,2011
2015,Iran,13114,1.25,Washington,355
2015,Mexico,158619,15.09,Washington,2986
2015,Pakistan,18057,1.72,Washington,278
2015,Philippines,56478,5.37,Washington,1926
2015,United Kingdom,12592,1.2,Washington,369
2016,Total,1183505,100.0,Washington,27304
2016,"China, People's Republic",81772,6.91,Washington,2455
2016,Dominican Republic,61161,5.17,Washington,41
2016,India,64687,5.47,Washington,1859
2016,Iran,13298,1.12,Washington,333
2016,Mexico,174534,14.75,Washington,3753
2016,Pakistan,19313,1.63,Washington,249
2016,Philippines,53287,4.5,Washington,1934
2016,United Kingdom,12673,1.07,Washington,370
2017,Total,1127167,100.0,Washington,27363
2017,"China, People's Republic",71565,6.35,Washington,2210
2017,Dominican Republic,58520,5.19,Washington,37
2017,India,60394,5.36,Washington,1743
2017,Iran,13791,1.22,Washington,509
2017,Mexico,170581,15.13,Washington,3777
2017,Pakistan,17408,1.54,Washington,281
2017,Philippines,49147,4.36,Washington,1660
2017,United Kingdom,10948,0.97,Washington,351
2018,Total,1096611,100.0,Washington,26029
2018,"China, People's Republic",65214,5.95,Washington,2269
2018,Dominican Republic,57413,5.24,Washington,40
2018,India,59821,5.46,Washington,1859
2018,Iran,10116,0.92,Washington,403
2018,Mexico,161858,14.76,Washington,3413
2018,Pakistan,15802,1.44,Washington,226
2018,Philippines,47258,4.31,Washington,1553
2018,United Kingdom,9908,0.9,Washington,332
2019,Total,1031765,100.0,Washington,25570
2019,"China, People's Republic",62248,6.03,Washington,2367
2019,Dominican Republic,49911,4.84,Washington,55
2019,India,54495,5.28,Washington,1963
2019,Iran,6640,0.64,Washington,258
2019,Mexico,156052,15.12,Washington,3266
2019,Pakistan,13921,1.35,Washington,286
2019,Philippines,45920,4.45,Washington,1492
2019,United Kingdom,11337,1.1,Washington,381
2020,Total,707362,100.0,Washington,21549
2020,"China, People's Republic",41483,5.86,Washington,2054
2020,Dominican Republic,30005,4.24,Washington,24
2020,India,46363,6.55,Washington,1855
2020,Iran,8805,1.24,Washington,281
2020,Mexico,100325,14.18,Washington,2470
2020,Pakistan,10474,1.48,Washington,208
2020,Philippines,25491,3.6,Washington,818
2020,United Kingdom,9655,1.36,Washington,358
2021,Total,740002,100.0,Washington,22145
2021,"China, People's Republic",49847,6.74,Washington,3192
2021,Dominican Republic,24553,3.32,Washington,41
2021,India,93450,12.63,Washington,4994
2021,Iran,5734,0.77,Washington,187
2021,Mexico,107230,14.49,Washington,2539
2021,Pakistan,9691,1.31,Washington,166
2021,Philippines,27511,3.72,Washington,737
2021,United Kingdom,9229,1.25,Washington,309
2005,Total,1122373,100.0,West Virginia,847
2005,"China, People's Republic",69967,6.23,West Virginia,101
2005,Dominican Republic,27504,2.45,West Virginia,6
2005,India,84681,7.54,West Virginia,133
2005,Iran,13887,1.24,West Virginia,18
2005,Mexico,161445,14.38,West Virginia,30
2005,Pakistan,14926,1.33,West Virginia,26
2005,Philippines,60748,5.41,West Virginia,39
2005,United Kingdom,19800,1.76,West Virginia,36
2006,Total,1266264,100.0,West Virginia,764
2006,"China, People's Republic",87345,6.9,West Virginia,77
